PRICEK,DSALE,BEDROOM,SQFTK,LN_LOTSIZE,CENTRALAIR,BRICK,GARAGE,FIREPLACE,BASE_FIN,MASONRY,PUBOPEN,MICHLAKE,LAKE_RIVER,METRA_DIST,RAIL_DIST
429.0000009,0,3,1.586,8.229511119,1,0,2,0,0,1,1,0,0,2.53207,0.74736
356.9999997,0,3,1.722,8.465899897,1,1,2,2,1,1,1,0,0,2.65057,0.79075
590.0000024,0,3,1.806,8.656955134,1,1,3,0,1,1,1,0,0,2.58052,0.75897
297.0000007,0,3,1.128,8.229511119,1,1,0,0,0,1,0,0,0,2.76696,0.9541
394.9999985,0,4,1.218,8.634976227,0,1,2,0,1,1,0,0,1,2.86696,1.06176
455.0000009,0,3,2.027,8.447843113,1,1,2,1,1,1,1,0,1,2.88397,1.08097
309.0000013,0,3,1.12,8.342839804,1,1,0,1,1,1,1,0,1,2.75288,1.1819
374.0000013,0,3,1.127,8.342839804,1,1,0,0,1,1,1,0,1,2.86996,1.12563
455.0000009,0,4,1.622,8.634976227,0,1,1,0,1,1,0,0,0,2.74784,0.85263
359.9999998,0,2,1.75,8.047189562,1,1,2,0,1,1,0,0,0,2.73984,0.86947
487.9999976,0,4,2.248,8.250620082,1,1,2,2,0,1,0,0,0,2.69244,0.83402
390.0000007,0,3,1.564,8.229511119,1,1,2,0,1,1,0,0,0,2.71837,0.85902
149.9999995,0,5,2.75,8.229511119,1,1,2,2,0,1,0,0,0,2.79098,0.90512
239.9999994,0,3,1.292,8.298788394,1,0,0,0,1,1,1,0,1,2.86062,1.10246
610.0000023,0,4,2.049,8.806124483,1,1,2,1,1,1,0,0,0,1.07775,0.40149
554.9999985,0,3,1.534,8.732304571,1,1,1,0,0,1,0,0,0,1.3678,0.14681
630.000001,0,3,1.895,8.732304571,0,1,1,1,1,1,0,0,0,1.35908,0.15374
1325.000003,0,5,3.456,9.474241916,1,0,2,2,1,1,0,0,0,1.24582,0.26103
444.9999995,0,4,1.343,8.732304571,1,1,3,0,0,1,0,0,0,1.32277,0.0589
800.0000027,0,5,2.429,8.914626128,1,1,2,2,1,1,0,0,0,1.14991,0.34074
920.0000009,0,4,2.788,8.923990745,1,1,2,3,1,1,0,0,0,1.0873,0.38899
1060.000004,0,5,3.472,8.914626128,1,0,2,2,1,0,0,0,0,1.16413,0.29234
850.0000013,0,4,2.797,8.732304571,1,1,2,2,1,1,0,0,0,1.14029,0.30378
925.0000032,0,5,4.173,9.092457331,1,1,4,2,1,1,0,0,0,1.2072,0.22874
373.0000005,0,3,1.261,8.626944055,1,1,1,1,1,1,0,0,0,1.08044,0.22191
568.9999982,0,3,1.831,8.630521877,0,1,2,2,1,1,0,0,0,1.16912,0.15011
369.9999983,0,3,0.999,8.316789127,1,1,2,0,1,1,0,0,0,0.96425,0.53016
579.9999985,0,3,1.609,9.009936308,1,1,2,2,1,1,0,0,0,1.39859,0.07466
629.0000027,0,3,2.142,9.017968479,1,1,2,1,1,1,0,0,0,1.28101,0.20164
573.5000026,0,5,5.927,9.200290036,1,1,2,1,1,1,0,0,0,1.20523,0.22369
629.0000027,0,4,1.539,9.01225522,1,1,2,1,1,1,0,0,0,1.16347,0.2136
605.0000018,0,4,2.263,9.017968479,1,1,2,2,1,1,0,0,0,1.34327,0.13665
329.9999989,1,3,1.082,8.006367568,1,1,2,0,1,1,0,0,0,1.41435,0.02632
377.0000013,0,5,1.296,8.517193191,1,1,1,0,0,1,0,0,0,1.50226,0.04053
384.9999987,0,4,1.134,8.517193191,1,1,4,1,0,1,0,0,0,1.54788,0.03896
676.5000023,0,4,2.653,8.722254235,1,1,2,2,0,1,0,0,0,1.58804,0.06777
382.4999991,0,4,2.012,8.316789127,1,1,2,1,1,1,0,0,0,1.68921,0.19638
405.0000016,0,3,1.092,8.316789127,1,1,2,1,0,1,0,0,0,1.71022,0.23075
358.0000017,0,3,1.104,8.006367568,1,1,2,0,1,1,0,0,0,1.6234,0.2369
449.9999992,0,3,1.336,8.316789127,1,1,3,1,1,1,0,0,0,1.74522,0.26947
435,0,3,1.47,8.876404915,1,1,2,1,0,1,0,0,0,1.79373,0.24409
469.9999983,0,3,1.11,8.876404915,1,1,2,0,1,1,0,0,0,1.81426,0.23347
419.9999999,0,3,1.299,8.316789127,0,1,2,1,1,1,0,0,0,1.71051,0.26592
325.9999999,0,3,1.056,8.006367568,0,1,2,0,1,1,0,0,0,1.75219,0.22743
359.9999998,0,3,1.091,8.316789127,1,1,1,0,1,0,0,0,0,1.90546,0.11514
390.0000007,0,3,1.029,8.316789127,1,1,2,0,1,1,0,0,0,1.91947,0.10782
399.0000016,0,2,1.038,8.316789127,0,1,2,0,1,1,0,0,0,1.92631,0.10425
330.9999986,0,2,0.713,8.069968149,1,1,1,0,0,1,0,0,0,1.67184,0.01717
374.9999981,0,4,1.44,8.316789127,1,1,1,0,1,1,0,0,0,1.69293,0.07855
400.0000016,0,5,1.264,8.316789127,1,1,2,2,0,1,0,0,0,1.69948,0.1153
299.9999989,0,5,2.664,8.316789127,1,1,2,2,1,1,0,0,0,1.77855,0.23541
444.9999995,0,3,1.781,8.316789127,1,1,2,1,1,1,0,0,0,1.85281,0.20653
798.9999962,0,3,2.138,8.3918567,1,1,2,1,0,1,0,0,0,1.8402,0.1847
460.0000007,0,3,1.563,8.316789127,1,1,2,2,1,0,0,0,0,1.85634,0.08855
379.5000016,0,3,0.96,8.316789127,1,1,2,0,0,1,0,0,0,1.97112,0.10255
438.9999991,0,3,1.669,8.316789127,1,1,2,2,0,1,0,0,0,1.8874,0.06051
369.9999983,0,2,1.05,8.316789127,1,1,2,0,1,0,0,0,0,1.64816,0.03918
369.9999983,0,3,1.097,8.324821299,1,1,2,1,1,1,0,0,0,1.58856,0.02603
494.9999992,0,3,1.778,8.316789127,1,1,2,2,0,1,0,0,0,1.62396,0.15608
374.9999981,0,2,1.14,8.316789127,1,1,2,1,1,0,0,0,0,1.57575,0.14464
394.9999985,0,3,1.137,8.316789127,1,1,2,0,0,1,0,0,0,1.5618,0.14132
419.9999999,0,3,1.63,8.316789127,1,1,2,2,0,1,0,0,0,1.63837,0.16944
310.0000011,0,3,1.709,8.523175263,1,1,2,0,0,1,0,0,0,1.61493,0.13549
542.4999976,0,4,1.512,8.375629627,1,1,2,1,1,0,0,0,0,1.67148,0.08129
464.9999979,0,3,2.171,8.722254235,1,1,1,2,0,1,0,0,0,1.70239,0.09764
485.9999986,0,3,1.541,8.316789127,1,1,2,1,1,1,0,0,0,1.8063,0.06562
410.0000005,0,2,1.159,8.316789127,1,1,2,1,1,1,0,0,0,1.57877,0.15411
494.9999992,0,3,1.537,8.30647216,1,1,2,1,1,1,0,0,0,1.60729,0.14095
489.4999995,0,4,1.665,8.324821299,1,1,2,1,1,1,0,0,0,1.70256,0.04081
731.9999978,0,4,2.144,8.571681377,1,1,2,1,1,1,1,0,0,1.29269,0.0397
374.9999981,0,3,1.245,8.316789127,1,1,2,0,1,0,0,0,0,1.81441,0.20257
500.0000013,0,3,1.68,8.50916102,1,1,2,2,0,1,1,0,0,0.84684,0.55263
485,0,2,1.02,8.380685947,0,1,1,1,0,1,0,0,0,0.92157,0.42397
665.0000002,0,5,1.696,8.582980932,1,1,2,1,0,1,0,0,0,0.9211,0.44775
659.9999974,0,4,2.093,8.683724062,1,1,2,1,0,1,0,0,0,0.93015,0.38836
550.0000015,0,2,1.344,8.541885804,1,0,1,1,1,1,0,0,0,0.88619,0.41653
455.0000009,0,3,1.404,8.50916102,1,1,2,0,1,1,0,0,0,0.97189,0.3297
562.4999983,0,3,2.195,8.50916102,1,0,2,1,0,0,0,0,0,0.8082,0.42491
10,0,3,1.759,8.50916102,1,1,2,1,1,1,1,0,0,0.75018,0.55843
665.0000002,0,3,1.891,8.914626128,1,1,2,1,1,1,0,0,0,1.02989,0.28614
487.5000003,0,4,2.289,8.50916102,1,0,1,1,0,1,0,0,0,0.98756,0.2543
680.4999993,0,3,2.181,8.50916102,1,1,1,1,0,1,0,0,0,1.1094,0.22772
509.9999976,0,4,4.263,8.999248902,1,1,2,2,1,1,0,0,0,1.01233,0.20789
559.9999985,0,3,2.034,8.50916102,1,1,2,1,1,1,1,0,0,1.13832,0.16745
524.9999992,0,4,1.55,8.50916102,1,0,2,1,0,0,1,0,0,1.20177,0.10579
949.9999966,1,3,9.437,8.740336743,1,1,2,2,1,1,1,0,0,1.1688,0.10069
359.9999998,0,3,1.07,8.229511119,1,1,0,0,0,1,1,0,0,1.1451,0.11893
500.0000013,0,3,1.838,9.08182495,1,1,1,1,1,1,1,0,0,0.60828,0.53979
289.9999994,0,4,1.347,8.29404964,1,1,1,2,0,1,1,0,0,0.97235,0.27871
401.0000015,0,3,1.272,8.664923303,1,1,1,0,0,1,1,0,0,0.94183,0.34804
483.4999981,0,3,1.613,8.074026216,1,1,2,0,0,1,0,0,0,0.81005,0.40212
500.0000013,0,3,1.683,8.074026216,1,1,2,2,0,1,0,0,0,0.81436,0.39708
498.9999976,0,3,1.265,8.074026216,1,1,1,1,0,1,0,0,0,0.88454,0.29666
479.9999986,0,3,1.526,8.074026216,1,1,2,1,0,1,0,0,0,0.93371,0.26457
485,0,3,1.456,8.30028019,1,1,1,0,0,1,1,0,0,1.16338,0.13686
590.0000024,0,3,1.507,8.822322177,1,1,2,1,0,1,1,0,0,0.82597,0.3807
419.9999999,0,4,1.556,8.50916102,1,0,2,1,0,0,1,0,0,1.20245,0.06965
334.9999997,0,2,0.843,8.229511119,1,1,1,1,1,1,0,0,0,1.23011,0.05752
329.0000001,0,2,0.854,8.229511119,1,1,2,1,1,1,1,0,0,1.24921,0.01966
359.9999998,0,2,2.838,8.276394705,1,1,2,0,0,1,1,0,0,1.27438,0.02666
512.5,0,3,1.994,7.654443226,1,1,2,1,0,1,1,0,0,1.55859,0.02376
302.0000011,0,3,1.805,8.324821299,0,0,2,0,1,0,0,0,0,2.23236,0.19969
419.0000005,0,4,1.872,8.476371197,1,1,2,0,0,1,1,0,0,0.24872,0.08802
640.000003,0,4,2.296,8.517193191,1,1,2,2,0,1,0,0,0,0.45673,0.2881
638.9999979,0,3,1.892,8.517193191,1,1,2,1,1,1,0,0,0,0.44685,0.30234
415.0000003,0,3,1.953,8.517193191,0,1,2,2,0,1,0,0,0,0.43699,0.28773
704.9999987,0,4,2.282,8.753055515,1,0,2,2,1,1,1,0,0,0.36722,0.14072
437.4999979,0,2,1.498,8.506940815,1,1,2,2,0,1,1,0,0,0.45402,0.18354
699.9999972,0,3,2.901,8.541885804,1,1,2,2,1,1,1,0,0,0.44753,0.20962
590.0000024,0,4,1.638,8.383661799,1,1,2,0,0,1,1,0,0,0.51689,0.25211
605.0000018,0,3,1.864,8.383661799,1,1,2,2,0,1,1,0,0,0.56763,0.3174
400.0000016,0,3,1.783,8.478452363,1,1,1,2,0,1,1,0,0,0.55578,0.24881
729.9999977,0,4,2.252,8.383661799,1,1,2,1,1,1,0,0,0,0.5972,0.38104
530.0000024,0,3,1.472,8.383661799,0,1,2,0,0,1,1,0,0,0.58582,0.29439
559.9999985,0,3,1.392,8.383661799,1,1,1,1,0,1,1,0,0,0.6322,0.35246
500.0000013,0,3,1.904,8.383661799,1,1,2,1,1,1,1,0,0,0.64674,0.34257
805.0000029,0,4,2.904,8.383661799,1,1,2,1,1,1,1,0,0,0.65067,0.31296
509.9999976,0,3,1.549,8.383661799,1,1,2,2,0,1,1,0,0,0.72257,0.36574
506.9999987,0,3,1.842,8.383661799,1,1,1,2,1,1,0,0,0,0.63177,0.46186
535.0000022,0,4,1.364,8.835646923,1,1,2,2,0,1,0,0,0,0.71107,0.44141
591.0000021,0,4,2.944,9.076808979,1,1,2,3,1,1,0,0,0,0.7099,0.4659
640.000003,0,3,1.604,8.769817872,1,0,0,0,1,1,0,0,0,0.68969,0.44041
544.4999993,0,3,1.751,8.740336743,1,1,1,2,0,1,0,0,0,0.77007,0.5867
620.0000018,0,3,1.625,9.131297165,1,1,2,1,0,1,0,0,0,0.77798,0.32099
590.0000024,0,3,2.177,8.229511119,1,1,2,0,1,1,0,0,0,0.83481,0.45171
590.0000024,0,3,2.177,7.13089883,0,0,1,0,1,1,0,0,0,0.83185,0.45648
530.0000024,0,3,1.515,8.678461339,1,1,1,2,0,1,0,0,0,0.93904,0.5755
575.0000001,0,3,1.718,8.248529125,1,1,2,2,0,1,0,0,0,0.7775,0.61523
605.0000018,0,3,1.928,8.517193191,1,1,2,1,1,1,0,0,0,0.83196,0.53406
390.0000007,0,3,1.08,8.592300664,0,1,2,1,1,1,0,0,0,1.15329,0.59747
257.999999,0,2,1.14,7.665753432,1,1,1,0,0,1,0,0,0,1.05324,0.52155
419.9999999,0,4,1.835,8.853665428,0,1,2,0,1,1,1,0,0,0.91827,0.37628
415.0000003,0,3,0.961,9.090655529,1,0,2,0,1,1,1,0,0,0.74638,0.32496
319.9999985,0,2,0.72,8.898911906,1,1,3,0,0,1,1,0,0,0.84852,0.38077
368.000001,0,2,1.123,8.692322278,1,0,1,0,0,1,1,0,0,0.91362,0.27567
359.9999998,0,3,1.272,8.221478947,1,1,2,1,0,1,1,0,0,0.90762,0.22027
384.9999987,0,3,1.272,8.221478947,1,1,2,1,0,1,1,0,0,0.90762,0.22027
384.9999987,0,2,1.504,8.38935982,0,1,2,1,0,1,1,0,0,0.98399,0.10321
383.0000007,0,3,1.064,8.642591601,1,1,2,0,1,1,0,0,0,0.94773,0.22794
585.0000022,0,3,2.459,8.939843124,1,1,2,0,1,0,1,0,0,1.09349,0.13486
329.9999989,0,2,1.033,8.543250726,1,1,2,0,1,1,0,0,0,0.77978,0.23952
349.9999988,0,3,1.103,8.047189562,1,1,2,0,1,1,1,0,0,0.50186,0.33695
317.9999994,0,2,0.871,8.612503371,1,1,1,0,0,1,1,0,0,0.51301,0.32993
519.9999997,0,4,2.642,8.731336361,1,1,2,2,1,1,1,0,0,0.57868,0.34945
400.0000016,0,3,1.596,8.948975608,1,1,2,1,1,1,1,0,0,1.08216,0.273
550.0000015,0,3,1.878,8.99342737,1,1,2,2,1,1,1,0,0,1.1813,0.33729
525.5000004,0,3,1.533,8.634976227,1,1,1,0,0,1,0,0,0,0.82031,0.37366
415.0000003,0,4,1.389,8.229511119,1,1,1,1,0,1,1,0,0,1.0068,0.7406
390.0000007,0,4,1.577,8.229511119,1,1,2,0,0,1,0,0,0,0.92989,0.67485
337.0000002,0,2,1.007,8.229511119,1,1,1,0,1,1,0,0,0,0.95545,0.69034
275.0000009,0,3,1.07,8.229511119,1,1,2,0,0,1,1,0,0,0.96291,0.78299
319.9999985,0,3,1.152,8.003028666,1,1,2,0,1,0,0,0,0,0.8378,0.57813
337.9999985,0,4,1.151,8.229511119,1,1,2,0,0,1,0,0,0,0.93996,0.60742
364.9999991,0,3,1.106,8.229511119,1,1,2,0,1,1,0,0,0,0.9568,0.62856
550.0000015,0,4,2.327,8.67419694,1,1,1,0,1,1,0,0,0,0.98576,0.69031
740.0000036,0,4,2.544,8.961879013,1,1,2,2,0,1,0,0,0,1.10025,0.70602
327,0,4,0.898,8.268731832,1,1,2,1,1,1,0,0,0,1.01295,0.64087
415.0000003,0,4,1.344,8.047189562,1,1,2,2,1,1,0,0,0,0.80253,0.40076
415.0000003,0,4,1.344,8.047189562,1,1,2,3,1,1,0,0,0,0.80248,0.39533
386.9999992,0,4,1.755,8.229511119,1,1,2,0,0,1,0,0,0,0.91192,0.47118
405.0000016,0,4,1.338,8.229511119,1,1,2,1,0,1,0,0,0,0.83879,0.39135
375.4999999,0,4,1.095,8.229511119,0,1,2,0,0,1,0,0,0,0.98614,0.48121
340.0000012,0,3,1.095,8.229511119,1,1,2,0,0,1,0,0,0,0.97352,0.49307
369.9999983,0,3,1.098,8.188689124,0,1,2,0,1,1,1,0,0,0.89226,0.35581
369.9999983,0,3,1.07,7.901007052,1,1,2,0,1,0,1,0,0,0.91256,0.39304
319.9999985,0,2,0.874,8.03915739,1,1,2,0,1,1,0,0,0,0.87203,0.53916
373.0000005,0,4,1.045,8.253227646,1,1,2,0,0,1,1,0,0,0.98707,0.63071
392.5000015,0,3,0.91,8.349957272,1,1,2,0,1,1,1,0,0,0.84703,0.63807
425.0000009,0,3,1.12,8.229511119,1,0,0,0,1,0,1,0,0,0.85642,0.68691
570.0000001,0,3,1.869,8.519789817,1,1,1,1,1,1,1,0,0,0.58699,0.25227
390.0000007,0,2,1.232,8.38935982,1,1,2,1,1,1,1,0,0,0.92579,0.67595
443.9999994,0,3,1.482,8.229511119,1,1,2,0,0,1,1,0,0,0.99209,0.63094
427.999998,0,4,1.93,8.229511119,1,1,2,1,1,1,0,0,0,0.75062,0.61335
444.9999995,0,4,1.431,8.229511119,1,0,2,1,0,1,0,0,0,0.789,0.64044
375.4999999,0,4,1.48,8.229511119,1,1,2,0,1,1,0,0,0,0.92721,0.60623
491.0000016,0,4,1.135,8.229511119,1,1,2,1,1,1,1,0,0,0.95522,0.59489
375.9999991,0,4,0.903,8.229511119,1,0,2,0,0,0,1,0,0,1.01391,0.53802
319.9999985,0,3,1.188,8.316789127,1,1,2,0,0,1,0,0,0,0.61223,0.04949
449.9999992,0,3,1.961,8.221478947,1,1,2,0,1,1,1,0,0,0.84156,0.32191
373.4999987,0,3,1.126,8.221478947,1,1,2,2,0,1,1,0,0,0.77004,0.30437
324.9999996,0,2,0.96,8.086410275,1,1,2,0,0,1,1,0,0,0.86465,0.38428
364.9999991,0,3,1.326,8.229511119,1,1,2,1,1,1,0,0,0,0.8024,0.43107
379.9999994,0,5,1.323,8.229511119,1,1,2,0,0,1,0,0,0,0.79746,0.40903
359.9999998,0,3,1.198,8.229511119,1,1,2,0,0,1,0,0,0,0.7317,0.35808
323.9999985,0,3,1.314,7.928406026,0,0,2,0,0,0,0,0,0,0.72578,0.48665
275.0000009,0,2,1.003,8.190631681,1,1,2,0,0,1,0,0,0,0.72804,0.51888
494.9999992,0,5,2.174,8.626944055,1,0,2,2,1,1,1,0,0,0.70304,0.18703
359.9999998,0,3,0.962,8.221478947,1,1,2,0,0,1,1,0,0,0.65532,0.17051
415.0000003,0,3,1.44,8.221478947,1,1,2,0,1,0,1,0,0,0.71529,0.28219
425.0000009,0,4,1.272,8.221478947,1,1,2,0,1,1,1,0,0,0.71521,0.27911
327.4999987,0,2,1.225,8.248267447,1,0,2,0,1,0,0,0,0,0.71952,0.33326
334.9999997,1,2,0.91,8.60849535,1,0,1,0,0,0,0,0,0,0.69055,0.36517
319.9999985,0,4,0.936,8.376781038,0,1,2,0,0,1,0,0,0,0.68209,0.29818
362.9999988,0,3,0.908,8.394121194,1,1,2,0,1,1,0,0,0,0.68624,0.30126
340.0000012,0,4,2.003,8.691482577,1,1,2,0,0,1,0,0,0,0.67563,0.06256
469.0000012,0,4,1.696,8.221478947,1,1,2,1,0,0,0,0,0,0.57198,0.08263
242.0000012,0,2,0.905,7.868636894,1,0,0,0,0,0,0,0,0,0.55856,0.07477
359.9999998,0,2,0.874,8.221478947,1,0,1,0,0,0,0,0,0,0.60693,0.13192
245.9999988,0,2,0.92,8.221478947,1,0,1,0,0,0,0,0,0,0.54914,0.12535
359.0000009,0,3,0.873,8.221478947,0,1,2,0,1,0,0,0,0,0.48252,0.17181
369.9999983,0,2,1.189,8.221478947,1,1,1,0,0,1,0,0,0,0.54511,0.24306
355.0000005,0,3,1.303,8.221478947,1,0,2,0,0,0,0,0,0,0.57292,0.0363
419.9999999,0,3,1.2,8.221478947,0,0,2,0,0,0,0,0,0,0.58368,0.05831
382.4999991,0,3,0.9,8.229511119,1,1,2,0,0,1,0,0,0,0.4864,0.04903
374.9999981,0,4,1.957,8.221478947,1,0,2,0,1,0,0,0,0,0.49277,0.08665
390.0000007,0,4,1.957,8.221478947,1,0,2,0,1,0,0,0,0,0.49277,0.08665
350.9999991,0,3,1.05,8.221478947,1,1,2,0,0,1,0,0,0,0.38618,0.09392
279.9999994,0,4,0.94,8.182279739,1,1,1,0,1,0,0,0,0,0.36561,0.07748
336.0000004,0,3,1.139,8.383661799,1,1,2,0,1,1,0,0,0,0.34547,0.08247
379.9999994,1,3,1.553,8.047189562,1,1,2,1,1,1,1,0,0,0.9,0.60156
379.9999994,1,5,1.553,8.047189562,1,1,2,2,1,1,1,0,0,0.9,0.60156
309.4999997,0,2,0.874,7.832014181,1,1,0,1,0,1,1,0,0,0.83814,0.61355
133.5000004,0,2,0.999,8.116118432,0,1,1,0,0,1,0,0,0,0.83831,0.64341
130.0000001,0,3,1,8.047189562,1,1,2,0,1,1,1,0,0,0.72288,0.59437
319.9999985,0,5,1.618,8.229511119,1,0,2,0,0,0,1,0,0,0.83147,0.61416
374.0000013,0,4,1.338,8.229511119,1,0,2,1,1,0,1,0,0,0.8294,0.60604
575.0000001,0,5,2.617,8.956608739,0,0,2,0,0,1,0,0,0,0.55707,0.43078
392.5000015,0,4,1.411,8.229511119,1,0,2,0,0,0,0,0,0,0.62131,0.46856
410.0000005,0,4,1.414,8.180320875,1,1,2,0,1,1,0,0,0,0.57507,0.44718
369.9999983,0,4,1.21,8.229511119,0,1,2,0,0,1,1,0,0,0.86647,0.52752
334.9999997,0,3,0.989,8.229511119,0,0,2,0,0,0,1,0,0,0.8803,0.49121
317.9999994,0,3,1.173,8.229511119,1,0,2,0,0,0,1,0,0,0.88898,0.47935
334.9999997,0,4,1.107,7.869401713,1,1,2,0,0,1,1,0,0,0.82828,0.40749
374.9999981,0,3,1.745,8.221478947,1,0,2,0,0,0,0,0,0,0.35289,0.30274
285.0000002,0,4,1.466,8.286017468,1,0,2,0,1,0,0,0,0,0.40793,0.31312
355.0000005,0,4,1.37,8.187855444,1,0,2,0,0,0,0,0,0,0.45839,0.35934
500.0000013,0,5,1.88,8.375629627,1,1,2,0,1,1,0,0,0,0.64676,0.47862
394.9999985,0,3,1.29,8.221478947,1,1,2,0,0,1,0,0,0,0.3666,0.28008
315.0000007,0,3,1.184,7.978653729,1,0,1,1,1,0,0,0,0,0.48504,0.36308
305.0000013,0,5,1.547,8.037220031,1,0,2,0,0,0,0,0,0,0.54554,0.38661
285.0000002,0,2,1.067,8.262300942,1,1,1,0,1,0,0,0,0,0.4697,0.32599
312.000001,0,2,1.067,8.262300942,1,1,1,0,1,0,0,0,0,0.4697,0.32599
453.5000007,0,3,1.239,8.03915739,0,0,0,0,0,0,0,0,0,0.58,0.40156
235.4999994,0,3,1.239,8.03915739,0,0,0,0,0,0,0,0,0,0.58,0.40156
329.9999989,0,4,0.96,8.316789127,0,0,2,0,1,0,0,0,0,0.65662,0.43078
324.9999996,0,2,0.886,8.502891407,1,1,1,0,1,1,0,0,0,0.599,0.14748
349.9999988,0,3,1.091,8.667680025,1,0,1,0,1,0,0,0,0,0.56995,0.14594
615.000002,0,4,2.655,8.691146499,1,1,2,0,0,0,0,0,0,0.54477,0.16696
435,0,3,1.357,9.051813464,1,1,2,0,1,1,0,0,0,0.56583,0.19062
340.0000012,0,4,1.019,8.468423027,1,0,2,0,0,0,1,0,0,0.42047,0.03114
406.0000006,0,5,2.981,8.756210092,1,1,2,2,1,1,1,0,0,0.45188,0.05862
324.9999996,0,3,1.168,8.245384468,1,1,1,0,1,0,1,0,0,0.50467,0.04704
291.0000011,0,2,1.187,8.533066541,1,1,2,0,0,1,1,0,0,0.52527,0.06328
368.9999989,0,3,1.248,8.352554369,1,1,2,0,0,1,0,0,0,0.49784,0.04164
356.0000001,0,4,1.555,8.756210092,0,0,2,0,0,0,1,0,0,0.45092,0.1846
925.0000032,0,5,3.911,9.030016818,1,0,3,2,0,0,1,0,0,0.38485,0.21806
512.5,0,4,1.113,8.517193191,1,1,2,1,0,1,1,0,0,0.15034,0.04356
374.9999981,0,3,1.071,8.735203591,1,1,2,1,1,1,1,0,0,0.2949,0.04384
289.9999994,0,3,1,7.661527081,1,1,0,0,1,1,0,0,0,0.59788,0.08633
300.4999991,0,3,1,7.661527081,1,1,0,0,1,1,0,0,0,0.58256,0.09572
285.0000002,0,3,0.95,7.661527081,1,1,0,1,0,1,0,0,0,0.56546,0.10839
425.0000009,0,3,0.926,8.195609567,1,0,2,1,0,0,0,0,0,0.33924,0.24358
260,0,4,0.885,8.324821299,1,1,1,0,1,1,0,0,0,0.3699,0.23838
484.0000021,0,4,1.578,9.117566972,1,0,1,0,0,0,0,0,0,0.7199,0.48668
474.9999986,0,4,1.072,8.221478947,1,1,2,0,0,1,0,0,0,0.80987,0.49908
285.0000002,0,3,1.078,8.342839804,1,0,0,0,1,0,0,0,0,0.81836,0.54912
339.0000012,0,3,1.078,8.342839804,1,1,2,0,0,1,0,0,0,0.82324,0.55223
522.0000016,0,3,1.648,8.632305999,1,1,2,0,0,1,0,0,0,0.47439,0.33087
10,0,2,0.996,8.742574238,1,0,2,1,0,0,0,0,0,0.36956,0.28767
447.9999994,0,4,1.348,8.411832676,1,1,2,1,1,0,0,0,0,0.34389,0.25945
425.0000009,0,4,2.19,8.675222056,0,1,2,0,0,1,0,0,0,0.57782,0.42005
239.500001,0,4,1.648,8.38685669,1,1,2,2,0,1,0,0,0,0.66516,0.44977
407.4999993,0,3,1.189,8.350429974,1,1,1,0,0,1,0,0,0,0.55567,0.39193
444.9999995,0,3,1.415,8.52158354,1,1,2,0,1,1,0,0,0,0.51438,0.37228
319.9999985,0,4,1.115,8.221478947,0,1,2,0,0,1,0,0,0,0.8044,0.53815
320.9999993,0,4,0.941,8.03915739,1,1,2,0,0,1,0,0,0,0.75604,0.49964
449.0000015,1,4,1.086,8.9226583,1,0,2,0,0,0,0,0,0,0.28399,0.13026
850.0000013,0,5,3.184,9.076808979,1,1,2,2,1,1,0,0,0,0.25487,0.08555
426.000002,0,3,1.354,8.794824928,0,1,2,0,0,1,0,0,0,0.28528,0.13183
310.0000011,0,2,0.938,8.29404964,1,1,1,1,1,1,1,0,0,0.47949,0.05987
390.0000007,0,3,2.954,8.971448464,0,0,2,0,0,1,0,0,0,0.41241,0.13433
394.9999985,0,3,1.324,9.076808979,0,0,2,0,0,0,0,0,0,0.53618,0.21493
443.9999994,0,3,1.568,9.076808979,0,1,2,0,1,1,0,0,0,0.61118,0.29552
384.5000008,0,3,1.488,8.517193191,1,1,1,0,1,1,0,0,0,0.5055,0.31519
279.9999994,0,3,0.86,8.229511119,1,0,2,0,0,0,0,0,0,0.60178,0.39813
392.9999997,0,3,1.131,8.507142856,1,1,2,0,1,1,0,0,0,0.65983,0.21403
498.9999976,0,5,0.984,8.507142856,1,1,2,0,0,1,0,0,0,0.66391,0.21712
379.9999994,0,3,1.12,8.324821299,1,1,2,0,1,1,0,0,0,0.66101,0.33058
394.9999985,0,4,1.094,8.496990484,1,1,1,0,1,0,0,0,0,0.66329,0.40657
316.4999998,0,3,1.128,8.9226583,1,1,2,0,1,1,0,0,0,0.7523,0.40885
550.0000015,0,4,1.077,8.756210092,0,0,3,1,1,0,1,0,0,0.4573,0.32307
505.0000009,0,4,2.316,8.756210092,1,1,1,1,0,0,1,0,0,0.46413,0.32849
540.0000008,0,5,1.625,8.756210092,1,0,2,0,0,0,1,0,0,0.4781,0.33953
319.9999985,0,3,1.04,7.980707821,1,1,1,0,0,1,1,0,0,0.54918,0.41307
485,0,4,1.152,8.666991557,1,1,2,0,1,0,0,0,0,0.38808,0.28462
451.4999992,0,6,3.534,9.641863014,1,0,3,1,0,0,0,0,0,0.23741,0.20365
729.9999977,0,3,2.367,9.859431166,1,1,1,3,0,1,0,0,0,0.20486,0.08452
524.9999992,0,4,1.309,8.978156076,1,1,2,2,1,0,0,0,0,0.49776,0.25132
519.9999997,0,5,1.816,8.422882512,1,0,2,1,0,0,0,0,0,0.41855,0.30563
509.9999976,0,3,1.862,9.160309438,1,1,2,0,1,1,0,0,0,0.38642,0.3473
